Input,Input Type,MGI Gene/Marker ID,Symbol,Name,Feature Type
OR10P1,human symbol,MGI:3030630,Olfr796,olfactory receptor 796,protein coding gene
OR6C76,human symbol,MGI:3030632,Olfr798,olfactory receptor 798,protein coding gene
OR6C2,cattle symbol,MGI:3030633,Olfr799,olfactory receptor 799,protein coding gene
OR6C1,human symbol,MGI:3030636,Olfr802,olfactory receptor 802,protein coding gene
OR6C3,human symbol,MGI:3030637,Olfr803,olfactory receptor 803,protein coding gene
OR6C6,human symbol,MGI:3030638,Olfr804,olfactory receptor 804,protein coding gene
OR6C65,human symbol,MGI:3030642,Olfr808,olfactory receptor 808,protein coding gene
OR6C76,human symbol,MGI:3030643,Olfr809,olfactory receptor 809,protein coding gene
OR6C70,human symbol,MGI:3030644,Olfr810,olfactory receptor 810,protein coding gene
OR6C76,human symbol,MGI:3030647,Olfr813,olfactory receptor 813,protein coding gene
OR6C70,human symbol,MGI:3030648,Olfr814,olfactory receptor 814,protein coding gene
OR6C74,human symbol,MGI:3030655,Olfr821,olfactory receptor 821,protein coding gene
OR6C65,human symbol,MGI:3030656,Olfr822,olfactory receptor 822,protein coding gene
OR9K2,human symbol,MGI:3030659,Olfr825,olfactory receptor 825,protein coding gene
OR9K2,human symbol,MGI:3030660,Olfr826,olfactory receptor 826,protein coding gene
OR7G3,human symbol,MGI:3030666,Olfr832,olfactory receptor 832,protein coding gene
OR7G3,human symbol,MGI:3030668,Olfr834,olfactory receptor 834,protein coding gene
OR7G1,cattle symbol,MGI:3030687,Olfr853,olfactory receptor 853,protein coding gene
OR7G1,human symbol,MGI:3030688,Olfr854,olfactory receptor 854,protein coding gene
OR7D4,cattle symbol,MGI:3030701,Olfr867,olfactory receptor 867,protein coding gene
OR7A17,dog symbol,MGI:3030707,Olfr873,olfactory receptor 873,protein coding gene
OR8B12,human symbol,MGI:3030708,Olfr874,olfactory receptor 874,protein coding gene
OR8B12,human symbol,MGI:3030709,Olfr875,olfactory receptor 875,protein coding gene
OR8B12,human symbol,MGI:3030710,Olfr876,olfactory receptor 876,protein coding gene
OR8B4,human symbol,MGI:3030712,Olfr878,olfactory receptor 878,protein coding gene
OR2H2,human symbol,MGI:2177473,Olfr90,olfactory receptor 90,protein coding gene
OR2H1,human symbol,MGI:2177474,Olfr91,olfactory receptor 91,protein coding gene
OR2H2,human symbol,MGI:2177475,Olfr92,olfactory receptor 92,protein coding gene
OR8D2,human symbol,MGI:3030758,Olfr924,olfactory receptor 924,protein coding gene
OR8D2,human symbol,MGI:3030760,Olfr926,olfactory receptor 926,protein coding gene
OR2H1,human symbol,MGI:2177476,Olfr93,olfactory receptor 93,protein coding gene
OR8D1,human symbol,MGI:3030767,Olfr933,olfactory receptor 933,protein coding gene
OR8G5,human symbol,MGI:3030769,Olfr935,olfactory receptor 935,protein coding gene
OR10C1,human symbol,MGI:2177478,Olfr95,olfactory receptor 95,protein coding gene
OR11A1,human symbol,MGI:2177479,Olfr96,olfactory receptor 96,protein coding gene
OR8G1,human symbol,MGI:3030801,Olfr967,olfactory receptor 967,protein coding gene
OR8D2,cattle symbol,MGI:3030808,Olfr974,olfactory receptor 974,protein coding gene
OR10G2,"frog, western clawed symbol",MGI:3030812,Olfr978,olfactory receptor 978,protein coding gene
OR10G4,human symbol,MGI:3030813,Olfr979,olfactory receptor 979,protein coding gene
OR10G4,human symbol,MGI:3030814,Olfr980,olfactory receptor 980,protein coding gene
OR10S1,human symbol,MGI:3030816,Olfr982,olfactory receptor 982,protein coding gene
OR4D5,human symbol,MGI:3030818,Olfr984,olfactory receptor 984,protein coding gene
OR8D4,human symbol,MGI:3030819,Olfr985,olfactory receptor 985,protein coding gene
OR6X1,human symbol,MGI:3030820,Olfr986,olfactory receptor 986,protein coding gene
OR5AK2,human symbol,MGI:3030827,Olfr993,olfactory receptor 993,protein coding gene
OLR1,current symbol,MGI:1261434,Olr1,oxidized low density lipoprotein (lectin-like) receptor 1,protein coding gene
OMA1,current symbol,MGI:1914263,Oma1,OMA1 zinc metallopeptidase,protein coding gene
OPALIN,current symbol,MGI:2657025,Opalin,oligodendrocytic myelin paranodal and inner loop protein,protein coding gene
OPN1LW,current symbol,MGI:98202,Opn1lw,"opsin 1 (cone pigments), long-wave-sensitive",unclassified gene
OPN1LW,human symbol,MGI:1097692,Opn1mw,"opsin 1 (cone pigments), medium-wave-sensitive (color blindness, deutan)",protein coding gene
OPN1SW,current symbol,MGI:99438,Opn1sw,"opsin 1 (cone pigments), short-wave-sensitive (color blindness, tritan)",protein coding gene
OPN3,current symbol,MGI:1338022,Opn3,opsin 3,protein coding gene
OPN4,current symbol,MGI:1353425,Opn4,opsin 4 (melanopsin),protein coding gene
OPN5,current symbol,MGI:2662912,Opn5,opsin 5,protein coding gene
OPRD1,current symbol,MGI:97438,Oprd1,"opioid receptor, delta 1",protein coding gene
OPRK1,current symbol,MGI:97439,Oprk1,"opioid receptor, kappa 1",protein coding gene
OPRL1,current symbol,MGI:97440,Oprl1,opioid receptor-like 1,protein coding gene
OPRM1,current symbol,MGI:97441,Oprm1,"opioid receptor, mu 1",protein coding gene
ORAI1,current symbol,MGI:1925542,Orai1,ORAI calcium release-activated calcium modulator 1,protein coding gene
ORAI1,"frog, western clawed symbol",MGI:2443195,Orai2,ORAI calcium release-activated calcium modulator 2,protein coding gene
ORAI3,current symbol,MGI:3039586,Orai3,ORAI calcium release-activated calcium modulator 3,protein coding gene
ORMDL1,current symbol,MGI:2181669,Ormdl1,ORM1-like 1 (S. cerevisiae),protein coding gene
ORMDL3,current symbol,MGI:1913862,Ormdl3,ORM1-like 3 (S. cerevisiae),protein coding gene
OSBPL8,current symbol,MGI:2443807,Osbpl8,oxysterol binding protein-like 8,protein coding gene
OSMR,current symbol,MGI:1330819,Osmr,oncostatin M receptor,protein coding gene
DC2,human synonym,MGI:1913607,Ostc,oligosaccharyltransferase complex subunit (non-catalytic),protein coding gene
OSTM1,current symbol,MGI:2655574,Ostm1,osteopetrosis associated transmembrane protein 1,protein coding gene
OTOF,current symbol,MGI:1891247,Otof,otoferlin,protein coding gene
OTOP1,current symbol,MGI:2388363,Otop1,otopetrin 1,protein coding gene
OTOP2,current symbol,MGI:2388365,Otop2,otopetrin 2,protein coding gene
OTOP3,current symbol,MGI:1916852,Otop3,otopetrin 3,protein coding gene
OXGR1,current symbol,MGI:2685145,Oxgr1,oxoglutarate (alpha-ketoglutarate) receptor 1,protein coding gene
OXTR,current symbol,MGI:109147,Oxtr,oxytocin receptor,protein coding gene
P2RX1,current symbol,MGI:1098235,P2rx1,"purinergic receptor P2X, ligand-gated ion channel, 1",protein coding gene
P2RX2,current symbol,MGI:2665170,P2rx2,"purinergic receptor P2X, ligand-gated ion channel, 2",protein coding gene
P2RX3,current symbol,MGI:1097160,P2rx3,"purinergic receptor P2X, ligand-gated ion channel, 3",protein coding gene
P2RX4,current symbol,MGI:1338859,P2rx4,"purinergic receptor P2X, ligand-gated ion channel 4",protein coding gene
P2RX5,current symbol,MGI:2137026,P2rx5,"purinergic receptor P2X, ligand-gated ion channel, 5",protein coding gene
P2RX6,current symbol,MGI:1337113,P2rx6,"purinergic receptor P2X, ligand-gated ion channel, 6",protein coding gene
P2RY1,current symbol,MGI:105049,P2ry1,"purinergic receptor P2Y, G-protein coupled 1",protein coding gene
P2RY10,current symbol,MGI:1926076,P2ry10,"purinergic receptor P2Y, G-protein coupled 10",protein coding gene
P2RY12,current symbol,MGI:1918089,P2ry12,"purinergic receptor P2Y, G-protein coupled 12",protein coding gene
P2RY13,current symbol,MGI:1921441,P2ry13,"purinergic receptor P2Y, G-protein coupled 13",protein coding gene
P2RY14,current symbol,MGI:2155705,P2ry14,"purinergic receptor P2Y, G-protein coupled, 14",protein coding gene
P2RY2,current symbol,MGI:105107,P2ry2,"purinergic receptor P2Y, G-protein coupled 2",protein coding gene
P2RY4,current symbol,MGI:1926594,P2ry4,"pyrimidinergic receptor P2Y, G-protein coupled, 4",protein coding gene
P2RY6,current symbol,MGI:2673874,P2ry6,"pyrimidinergic receptor P2Y, G-protein coupled, 6",protein coding gene
GDPD1,old symbol,MGI:1915333,Pak1ip1,PAK1 interacting protein 1,protein coding gene
PAM,current symbol,MGI:97475,Pam,peptidylglycine alpha-amidating monooxygenase,protein coding gene
PANX1,current symbol,MGI:1860055,Panx1,pannexin 1,protein coding gene
PANX2,current symbol,MGI:1890615,Panx2,pannexin 2,protein coding gene
PANX3,current symbol,MGI:1918881,Panx3,pannexin 3,protein coding gene
PAQR3,current symbol,MGI:2679683,Paqr3,progestin and adipoQ receptor family member III,protein coding gene
PAQR4,current symbol,MGI:1923748,Paqr4,progestin and adipoQ receptor family member IV,protein coding gene
PAQR5,current symbol,MGI:1921340,Paqr5,progestin and adipoQ receptor family member V,protein coding gene
PAQR6,current symbol,MGI:1916207,Paqr6,progestin and adipoQ receptor family member VI,protein coding gene
PAQR7,current symbol,MGI:1919154,Paqr7,progestin and adipoQ receptor family member VII,protein coding gene
PAQR8,current symbol,MGI:1921479,Paqr8,progestin and adipoQ receptor family member VIII,protein coding gene
PAQR9,current symbol,MGI:1922802,Paqr9,progestin and adipoQ receptor family member IX,protein coding gene
PARL,current symbol,MGI:1277152,Parl,"presenilin associated, rhomboid-like",protein coding gene
DKFZP564O0823,human synonym,MGI:2443349,Parm1,prostate androgen-regulated mucin-like protein 1,protein coding gene
PCDH1,current symbol,MGI:104692,Pcdh1,protocadherin 1,protein coding gene
PCDH10,current symbol,MGI:1338042,Pcdh10,protocadherin 10,protein coding gene
PCDH11X,current symbol,MGI:2442849,Pcdh11x,protocadherin 11 X-linked,protein coding gene
PCDH12,current symbol,MGI:1855700,Pcdh12,protocadherin 12,protein coding gene
PCDH15,current symbol,MGI:1891428,Pcdh15,protocadherin 15,protein coding gene
PCDH18,current symbol,MGI:1920423,Pcdh18,protocadherin 18,protein coding gene
PCDH19,current symbol,MGI:2685563,Pcdh19,protocadherin 19,protein coding gene
PCDH20,current symbol,MGI:2443376,Pcdh20,protocadherin 20,protein coding gene
PCDH7,current symbol,MGI:1860487,Pcdh7,protocadherin 7,protein coding gene
PCDH8,current symbol,MGI:1306800,Pcdh8,protocadherin 8,protein coding gene
PCDH9,current symbol,MGI:1306801,Pcdh9,protocadherin 9,protein coding gene
PCDHA1,current symbol,MGI:2150982,Pcdha1,protocadherin alpha 1,protein coding gene
PCDHA10,current symbol,MGI:1298408,Pcdha10,protocadherin alpha 10,protein coding gene
PCDHA11,current symbol,MGI:1298372,Pcdha11,protocadherin alpha 11,protein coding gene
PCDHA12,current symbol,MGI:1298370,Pcdha12,protocadherin alpha 12,protein coding gene
PCDHA11,chicken symbol,MGI:2681880,Pcdha2,protocadherin alpha 2,protein coding gene
PCDHA3,current symbol,MGI:2447313,Pcdha3,protocadherin alpha 3,protein coding gene
CNR1,synonym,MGI:1298406,Pcdha4,protocadherin alpha 4,protein coding gene
PCDHA5,current symbol,MGI:1298371,Pcdha5,protocadherin alpha 5,protein coding gene
CNR2,synonym,MGI:1298367,Pcdha6,protocadherin alpha 6,protein coding gene
PCDHA7,current symbol,MGI:1298369,Pcdha7,protocadherin alpha 7,protein coding gene
PCDHA8,current symbol,MGI:2681879,Pcdha8,protocadherin alpha 8,protein coding gene
PCDHA10,human symbol,MGI:2447322,Pcdha9,protocadherin alpha 9,protein coding gene
PCDHAC1,current symbol,MGI:1891442,Pcdhac1,"protocadherin alpha subfamily C, 1",protein coding gene
PCDHAC2,current symbol,MGI:1891443,Pcdhac2,"protocadherin alpha subfamily C, 2",protein coding gene
PCDHB1,current symbol,MGI:2136730,Pcdhb1,protocadherin beta 1,protein coding gene
PCDHB10,current symbol,MGI:2136745,Pcdhb10,protocadherin beta 10,protein coding gene
PCDHB11,current symbol,MGI:2136746,Pcdhb11,protocadherin beta 11,protein coding gene
PCDHB12,current symbol,MGI:2136747,Pcdhb12,protocadherin beta 12,protein coding gene
PCDHB13,current symbol,MGI:2136748,Pcdhb13,protocadherin beta 13,protein coding gene
PCDHB14,current symbol,MGI:2136749,Pcdhb14,protocadherin beta 14,protein coding gene
PCDHB15,current symbol,MGI:2136750,Pcdhb15,protocadherin beta 15,protein coding gene
PCDHB16,current symbol,MGI:2136752,Pcdhb16,protocadherin beta 16,protein coding gene
PCDHB16,synonym,MGI:2136754,Pcdhb17,protocadherin beta 17,protein coding gene
PCDHB9,synonym,MGI:2136756,Pcdhb18,protocadherin beta 18,protein coding gene
PCDHB11,synonym,MGI:2136757,Pcdhb19,protocadherin beta 19,protein coding gene
PCDHB2,current symbol,MGI:2136735,Pcdhb2,protocadherin beta 2,protein coding gene
PCDHB14,synonym,MGI:2136758,Pcdhb20,protocadherin beta 20,protein coding gene
PCDHB11,human symbol,MGI:2136759,Pcdhb21,protocadherin beta 21,protein coding gene
PCDHB15,synonym,MGI:2136760,Pcdhb22,protocadherin beta 22,protein coding gene
PCDHB1,dog symbol,MGI:2136737,Pcdhb3,protocadherin beta 3,protein coding gene
PCDHB4,current symbol,MGI:2136738,Pcdhb4,protocadherin beta 4,protein coding gene
PCDHB4,human symbol,MGI:2136739,Pcdhb5,protocadherin beta 5,protein coding gene
PCDHB6,current symbol,MGI:2136740,Pcdhb6,protocadherin beta 6,protein coding gene
PCDHB7,current symbol,MGI:2136741,Pcdhb7,protocadherin beta 7,protein coding gene
PCDHB8,current symbol,MGI:2136742,Pcdhb8,protocadherin beta 8,protein coding gene
PCDHB9,current symbol,MGI:2136744,Pcdhb9,protocadherin beta 9,protein coding gene
PCDHGA1,current symbol,MGI:1935212,Pcdhga1,"protocadherin gamma subfamily A, 1",protein coding gene
PCDHGA10,current symbol,MGI:1935227,Pcdhga10,"protocadherin gamma subfamily A, 10",protein coding gene
PCDHGA11,current symbol,MGI:1935228,Pcdhga11,"protocadherin gamma subfamily A, 11",protein coding gene
PCDHGA12,current symbol,MGI:1935229,Pcdhga12,"protocadherin gamma subfamily A, 12",protein coding gene
PCDHGA2,current symbol,MGI:1935214,Pcdhga2,"protocadherin gamma subfamily A, 2",protein coding gene
PCDHGA3,current symbol,MGI:1935215,Pcdhga3,"protocadherin gamma subfamily A, 3",protein coding gene
PCDHGA4,current symbol,MGI:1935216,Pcdhga4,"protocadherin gamma subfamily A, 4",protein coding gene
PCDHGA5,current symbol,MGI:1935217,Pcdhga5,"protocadherin gamma subfamily A, 5",protein coding gene
PCDHGA6,current symbol,MGI:1935218,Pcdhga6,"protocadherin gamma subfamily A, 6",protein coding gene
PCDHGA7,current symbol,MGI:1935219,Pcdhga7,"protocadherin gamma subfamily A, 7",protein coding gene
PCDHGA8,current symbol,MGI:1935221,Pcdhga8,"protocadherin gamma subfamily A, 8",protein coding gene
PCDHGA9,current symbol,MGI:1935226,Pcdhga9,"protocadherin gamma subfamily A, 9",protein coding gene
PCDHGB1,current symbol,MGI:1935169,Pcdhgb1,"protocadherin gamma subfamily B, 1",protein coding gene
PCDHGB2,current symbol,MGI:1935170,Pcdhgb2,"protocadherin gamma subfamily B, 2",protein coding gene
CDH20,human synonym,MGI:1935173,Pcdhgb4,"protocadherin gamma subfamily B, 4",protein coding gene
PCDHGB5,current symbol,MGI:1935196,Pcdhgb5,"protocadherin gamma subfamily B, 5",protein coding gene
PCDHGB6,current symbol,MGI:1935197,Pcdhgb6,"protocadherin gamma subfamily B, 6",protein coding gene
PCDHGB7,current symbol,MGI:1935199,Pcdhgb7,"protocadherin gamma subfamily B, 7",protein coding gene
PCDHGB3,human symbol,MGI:1935200,Pcdhgb8,"protocadherin gamma subfamily B, 8",protein coding gene
PCDHGC3,current symbol,MGI:1935201,Pcdhgc3,"protocadherin gamma subfamily C, 3",protein coding gene
PCDHGC4,current symbol,MGI:1935203,Pcdhgc4,"protocadherin gamma subfamily C, 4",protein coding gene
PCDHGA11,"frog, western clawed symbol",MGI:1935205,Pcdhgc5,"protocadherin gamma subfamily C, 5",protein coding gene
PCNX,current symbol,MGI:1891924,Pcnx,pecanex homolog (Drosophila),protein coding gene
PDCD1,current symbol,MGI:104879,Pdcd1,programmed cell death 1,protein coding gene
PDCD1LG2,current symbol,MGI:1930125,Pdcd1lg2,programmed cell death 1 ligand 2,protein coding gene
PDE3A,current symbol,MGI:1860764,Pde3a,"phosphodiesterase 3A, cGMP inhibited",protein coding gene
PDE3B,current symbol,MGI:1333863,Pde3b,"phosphodiesterase 3B, cGMP-inhibited",protein coding gene
PDGFRA,current symbol,MGI:97530,Pdgfra,"platelet derived growth factor receptor, alpha polypeptide",protein coding gene
PDGFRB,current symbol,MGI:97531,Pdgfrb,"platelet derived growth factor receptor, beta polypeptide",protein coding gene
PDPN,current symbol,MGI:103098,Pdpn,podoplanin,protein coding gene
PDZK1IP1,current symbol,MGI:1914432,Pdzk1ip1,PDZK1 interacting protein 1,protein coding gene
PECAM1,current symbol,MGI:97537,Pecam1,platelet/endothelial cell adhesion molecule 1,protein coding gene
PERP,current symbol,MGI:1929938,Perp,"PERP, TP53 apoptosis effector",protein coding gene
PGAP1,current symbol,MGI:2443342,Pgap1,post-GPI attachment to proteins 1,protein coding gene
FRAG1,old symbol,MGI:2385286,Pgap2,post-GPI attachment to proteins 2,protein coding gene
PERLD1,old symbol,MGI:2444461,Pgap3,post-GPI attachment to proteins 3,protein coding gene
GGT1,synonym,MGI:1917514,Pggt1b,"protein geranylgeranyltransferase type I, beta subunit",protein coding gene
PGRMC2,current symbol,MGI:1918054,Pgrmc2,progesterone receptor membrane component 2,protein coding gene
NCAM2,human synonym,MGI:106633,Phox2a,paired-like homeobox 2a,protein coding gene
PHTF2,current symbol,MGI:1916020,Phtf2,putative homeodomain transcription factor 2,protein coding gene
C12orf53,human synonym,MGI:2441908,Pianp,PILR alpha associated neural protein,protein coding gene
FIT1,old symbol,MGI:2385902,Picalm,phosphatidylinositol binding clathrin assembly protein,protein coding gene
FAM38A,old symbol,MGI:3603204,Piezo1,piezo-type mechanosensitive ion channel component 1,protein coding gene
FAM38B,old symbol,MGI:1918781,Piezo2,piezo-type mechanosensitive ion channel component 2,protein coding gene
PIGG,current symbol,MGI:3576484,Pigg,"phosphatidylinositol glycan anchor biosynthesis, class G",protein coding gene
PIGM,current symbol,MGI:1914806,Pigm,"phosphatidylinositol glycan anchor biosynthesis, class M",protein coding gene
PIGN,current symbol,MGI:1351629,Pign,"phosphatidylinositol glycan anchor biosynthesis, class N",protein coding gene
PIGP,current symbol,MGI:1860433,Pigp,"phosphatidylinositol glycan anchor biosynthesis, class P",protein coding gene
PIGQ,current symbol,MGI:1333114,Pigq,"phosphatidylinositol glycan anchor biosynthesis, class Q",protein coding gene
PIGR,current symbol,MGI:103080,Pigr,polymeric immunoglobulin receptor,protein coding gene
PIGV,current symbol,MGI:2442480,Pigv,"phosphatidylinositol glycan anchor biosynthesis, class V",protein coding gene
PIGX,current symbol,MGI:1919334,Pigx,"phosphatidylinositol glycan anchor biosynthesis, class X",protein coding gene
PIGY,human symbol,MGI:1913518,Pigyl,"phosphatidylinositol glycan anchor biosynthesis, class Y-like",protein coding gene
PIGZ,current symbol,MGI:2443822,Pigz,"phosphatidylinositol glycan anchor biosynthesis, class Z",protein coding gene
PIK3IP1,current symbol,MGI:1917016,Pik3ip1,phosphoinositide-3-kinase interacting protein 1,protein coding gene
PILRA,current symbol,MGI:2450529,Pilra,paired immunoglobin-like type 2 receptor alpha,protein coding gene
PILRB,old symbol,MGI:2450532,Pilrb1,paired immunoglobin-like type 2 receptor beta 1,protein coding gene
PILRB,human symbol,MGI:2450535,Pilrb2,paired immunoglobin-like type 2 receptor beta 2,protein coding gene
LILRB3,human symbol,MGI:1195971,Pira1,paired-Ig-like receptor A1,protein coding gene
LILRB3,human symbol,MGI:1195970,Pira2,paired-Ig-like receptor A2,protein coding gene
LILRB3,old symbol,MGI:894311,Pirb,paired Ig-like receptor B,protein coding gene
PKD1,current symbol,MGI:97603,Pkd1,polycystic kidney disease 1 homolog,protein coding gene
PKD1L1,current symbol,MGI:2156538,Pkd1l1,polycystic kidney disease 1 like 1,protein coding gene
PKD1L2,current symbol,MGI:2664668,Pkd1l2,polycystic kidney disease 1 like 2,protein coding gene
PKD2,current symbol,MGI:1099818,Pkd2,polycystic kidney disease 2,protein coding gene
PKD2L1,current symbol,MGI:1352448,Pkd2l1,polycystic kidney disease 2-like 1,protein coding gene
PKD2L2,current symbol,MGI:1858231,Pkd2l2,polycystic kidney disease 2-like 2,protein coding gene
PKDREJ,current symbol,MGI:1338786,Pkdrej,polycystin (PKD) family receptor for egg jelly,protein coding gene
PKHD1,current symbol,MGI:2155808,Pkhd1,polycystic kidney and hepatic disease 1,protein coding gene
PLA2G16,current symbol,MGI:2179715,Pla2g16,"phospholipase A2, group XVI",protein coding gene
PLA2R1,current symbol,MGI:102468,Pla2r1,phospholipase A2 receptor 1,protein coding gene
PLB1,current symbol,MGI:1922406,Plb1,phospholipase B1,protein coding gene
PLD3,current symbol,MGI:1333782,Pld3,"phospholipase D family, member 3",protein coding gene
PLD4,current symbol,MGI:2144765,Pld4,"phospholipase D family, member 4",protein coding gene
C9orf46,human synonym,MGI:1915009,Plgrkt,"plasminogen receptor, C-terminal lysine transmembrane protein",protein coding gene
PLLP,current symbol,MGI:1915051,Pllp,plasma membrane proteolipid,protein coding gene
PLP1,current symbol,MGI:97623,Plp1,proteolipid protein (myelin) 1,protein coding gene
PPAP2A,old symbol,MGI:108412,Plpp1,phospholipid phosphatase 1,protein coding gene
PPAP2C,old symbol,MGI:1354945,Plpp2,phospholipid phosphatase 2,protein coding gene
PPAP2B,old symbol,MGI:1915166,Plpp3,phospholipid phosphatase 3,protein coding gene
PPAPDC1A,old symbol,MGI:2685936,Plpp4,phospholipid phosphatase 4,protein coding gene
PPAPDC1B,old symbol,MGI:1919160,Plpp5,phospholipid phosphatase 5,protein coding gene
PPAPDC2,old symbol,MGI:1921661,Plpp6,phospholipid phosphatase 6,protein coding gene
PPAPDC3,old symbol,MGI:2445183,Plpp7,phospholipid phosphatase 7 (inactive),protein coding gene
PRG-3,synonym,MGI:2445015,Plppr1,phospholipid phosphatase related 1,protein coding gene
LPPR2,old symbol,MGI:2384575,Plppr2,phospholipid phosphatase related 2,protein coding gene
PRG2,human synonym,MGI:2388640,Plppr3,phospholipid phosphatase related 3,protein coding gene
LPPR4,old symbol,MGI:106530,Plppr4,phospholipid phosphatase related 4,protein coding gene
PAP2D,human synonym,MGI:1923019,Plppr5,phospholipid phosphatase related 5,protein coding gene
PLXDC1,current symbol,MGI:1919574,Plxdc1,plexin domain containing 1,protein coding gene
PLXDC2,current symbol,MGI:1914698,Plxdc2,plexin domain containing 2,protein coding gene
PLXNA1,current symbol,MGI:107685,Plxna1,plexin A1,protein coding gene
PLXNA2,current symbol,MGI:107684,Plxna2,plexin A2,protein coding gene
PLXNC1,current symbol,MGI:1890127,Plxnc1,plexin C1,protein coding gene
PLXND1,current symbol,MGI:2154244,Plxnd1,plexin D1,protein coding gene
SILV,human synonym,MGI:98301,Pmel,premelanosome protein,protein coding gene
PMEPA1,current symbol,MGI:1929600,Pmepa1,"prostate transmembrane protein, androgen induced 1",protein coding gene
PMP22,current symbol,MGI:97631,Pmp22,peripheral myelin protein 22,protein coding gene
PUNC,synonym,MGI:1347357,Pnck,pregnancy upregulated non-ubiquitously expressed CaM kinase,protein coding gene
MR1,human synonym,MGI:1930773,Pnkd,paroxysmal nonkinesiogenic dyskinesia,protein coding gene
PNPLA2,current symbol,MGI:1914103,Pnpla2,patatin-like phospholipase domain containing 2,protein coding gene
PODXL,current symbol,MGI:1351317,Podxl,podocalyxin-like,protein coding gene
PODXL2,current symbol,MGI:2442488,Podxl2,podocalyxin-like 2,protein coding gene
POPDC3,current symbol,MGI:1930153,Popdc3,popeye domain containing 3,protein coding gene
PORCN,current symbol,MGI:1890212,Porcn,porcupine homolog (Drosophila),protein coding gene
EMB,synonym,MGI:102935,Pou6f1,"POU domain, class 6, transcription factor 1",protein coding gene
PPP1R3A,current symbol,MGI:2153588,Ppp1r3a,"protein phosphatase 1, regulatory (inhibitor) subunit 3A",protein coding gene
PPP1R3F,current symbol,MGI:1859617,Ppp1r3f,"protein phosphatase 1, regulatory (inhibitor) subunit 3F",protein coding gene
SPN,synonym,MGI:2387581,Ppp1r9b,"protein phosphatase 1, regulatory subunit 9B",protein coding gene
PQLC1,current symbol,MGI:1914193,Pqlc1,PQ loop repeat containing 1,protein coding gene
PQLC2,current symbol,MGI:2384837,Pqlc2,PQ loop repeat containing 2,protein coding gene
PQLC3,current symbol,MGI:2444067,Pqlc3,PQ loop repeat containing,protein coding gene
PRAF2,current symbol,MGI:1859607,Praf2,PRA1 domain family 2,protein coding gene
PRG2,current symbol,MGI:103294,Prg2,"proteoglycan 2, bone marrow",protein coding gene
PRIMA1,current symbol,MGI:1926097,Prima1,proline rich membrane anchor 1,protein coding gene
PKD1,synonym,MGI:99879,Prkd1,protein kinase D1,protein coding gene
PKD2,synonym,MGI:2141917,Prkd2,protein kinase D2,protein coding gene
PRLHR,current symbol,MGI:2135956,Prlhr,prolactin releasing hormone receptor,protein coding gene
PRLR,current symbol,MGI:97763,Prlr,prolactin receptor,protein coding gene
PRND,human symbol,MGI:97767,Prn,prion protein,protein coding gene
PRND,current symbol,MGI:1346999,Prnd,prion protein dublet,protein coding gene
PRNP,current symbol,MGI:97769,Prnp,prion protein,protein coding gene
PROCR,current symbol,MGI:104596,Procr,"protein C receptor, endothelial",protein coding gene
PROKR1,current symbol,MGI:1929676,Prokr1,prokineticin receptor 1,protein coding gene
PROKR2,current symbol,MGI:2181363,Prokr2,prokineticin receptor 2,protein coding gene
PROM1,current symbol,MGI:1100886,Prom1,prominin 1,protein coding gene
PROM2,current symbol,MGI:2138997,Prom2,prominin 2,protein coding gene
PRPH2,current symbol,MGI:102791,Prph2,peripherin 2,protein coding gene
PRRG1,current symbol,MGI:1917364,Prrg1,proline rich Gla (G-carboxyglutamic acid) 1,protein coding gene
PRRG2,current symbol,MGI:1929596,Prrg2,proline-rich Gla (G-carboxyglutamic acid) polypeptide 2,protein coding gene
PRRG3,current symbol,MGI:2685214,Prrg3,proline rich Gla (G-carboxyglutamic acid) 3 (transmembrane),protein coding gene
PRRG4,current symbol,MGI:2442211,Prrg4,proline rich Gla (G-carboxyglutamic acid) 4 (transmembrane),protein coding gene
PRRT1,current symbol,MGI:1932118,Prrt1,proline-rich transmembrane protein 1,protein coding gene
PRRT3,current symbol,MGI:2444810,Prrt3,proline-rich transmembrane protein 3,protein coding gene
DISP1,synonym,MGI:1353645,Prss30,"protease, serine 30",protein coding gene
TESSP5,human synonym,MGI:3605764,Prss45,"protease, serine 45",protein coding gene
PRTG,current symbol,MGI:2444710,Prtg,protogenin,protein coding gene
PSEN1,current symbol,MGI:1202717,Psen1,presenilin 1,protein coding gene
PSEN2,current symbol,MGI:109284,Psen2,presenilin 2,protein coding gene
PSENEN,current symbol,MGI:1913590,Psenen,presenilin enhancer gamma secretase subunit,protein coding gene
RPN2,human synonym,MGI:1917497,Psmd1,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 1",protein coding gene
PTAFR,current symbol,MGI:106066,Ptafr,platelet-activating factor receptor,protein coding gene
PTCH1,current symbol,MGI:105373,Ptch1,patched 1,protein coding gene
PTCH2,current symbol,MGI:1095405,Ptch2,patched 2,protein coding gene
PTCHD1,current symbol,MGI:2685233,Ptchd1,patched domain containing 1,protein coding gene
PTCHD3,current symbol,MGI:1921925,Ptchd3,patched domain containing 3,protein coding gene
C6orf138,human synonym,MGI:1920485,Ptchd4,patched domain containing 4,protein coding gene
PTDSS1,current symbol,MGI:1276575,Ptdss1,phosphatidylserine synthase 1,protein coding gene
PTDSS2,current symbol,MGI:1351664,Ptdss2,phosphatidylserine synthase 2,protein coding gene
